user_id,age,gender,occupation,zip_code,age_group
860,70,F,retired,48322,65+
861,38,F,student,14085,35-49
862,25,M,executive,13820,25-34
863,17,M,student,60089,Under 18
864,27,M,programmer,63021,25-34
865,25,M,artist,11231,25-34
866,45,M,other,60302,35-49
867,24,M,scientist,92507,18-24
868,21,M,programmer,55303,18-24
869,30,M,student,10025,25-34
870,22,M,student,65203,18-24
871,31,M,executive,44648,25-34
872,19,F,student,74078,18-24
873,48,F,administrator,33763,35-49
874,36,M,scientist,37076,35-49
875,24,F,student,35802,18-24
876,41,M,other,20902,35-49
877,30,M,other,77504,25-34
878,50,F,educator,98027,50-64
879,33,F,administrator,55337,25-34
880,13,M,student,83702,Under 18
881,39,M,marketing,43017,35-49
882,35,M,engineer,40503,35-49
883,49,M,librarian,50266,35-49
884,44,M,engineer,55337,35-49
885,30,F,other,95316,25-34
886,20,M,student,61820,18-24
887,14,F,student,27249,Under 18
888,41,M,scientist,17036,35-49
889,24,M,technician,78704,18-24
890,32,M,student,97301,25-34
891,51,F,administrator,03062,50-64
892,36,M,other,45243,35-49
893,25,M,student,95823,25-34
894,47,M,educator,74075,35-49
895,31,F,librarian,32301,25-34
896,28,M,writer,91505,25-34
897,30,M,other,33484,25-34
898,23,M,homemaker,61755,18-24
899,32,M,other,55116,25-34
900,60,M,retired,18505,50-64
901,38,M,executive,L1V3W,35-49
902,45,F,artist,97203,35-49
903,28,M,educator,20850,25-34
904,17,F,student,61073,Under 18
905,27,M,other,30350,25-34
906,45,M,librarian,70124,35-49
907,25,F,other,80526,25-34
908,44,F,librarian,68504,35-49
909,50,F,educator,53171,50-64
910,28,M,healthcare,29301,25-34
911,37,F,writer,53210,35-49
912,51,M,other,06512,50-64
913,27,M,student,76201,25-34
914,44,F,other,08105,35-49
915,50,M,entertainment,60614,50-64
916,27,M,engineer,N2L5N,25-34
917,22,F,student,20006,18-24
918,40,M,scientist,70116,35-49
919,25,M,other,14216,25-34
920,30,F,artist,90008,25-34
921,20,F,student,98801,18-24
922,29,F,administrator,21114,25-34
923,21,M,student,E2E3R,18-24
924,29,M,other,11753,25-34
925,18,F,salesman,49036,18-24
926,49,M,entertainment,01701,35-49
927,23,M,programmer,55428,18-24
928,21,M,student,55408,18-24
929,44,M,scientist,53711,35-49
930,28,F,scientist,07310,25-34
931,60,M,educator,33556,50-64
932,58,M,educator,06437,50-64
933,28,M,student,48105,25-34
934,61,M,engineer,22902,50-64
935,42,M,doctor,66221,35-49
936,24,M,other,32789,18-24
937,48,M,educator,98072,35-49
938,38,F,technician,55038,35-49
939,26,F,student,33319,25-34
940,32,M,administrator,02215,25-34
941,20,M,student,97229,18-24
942,48,F,librarian,78209,35-49
943,22,M,student,77841,18-24
